意大利菜,Ciao Bistro
面包甜点,麦香人家启东
面包甜点,The German Bakery / German Bread Connection
面包甜点,下午茶
面包甜点,Euro Deli
面包甜点,马得利
面包甜点,快乐风蛋糕店
面包甜点,避风塘
面包甜点,河南卫辉蛋糕店
面包甜点,Sandwich Shoppe
面包甜点,味芙烘焙名店
面包甜点,麦趣尔
面包甜点,芝士共和国
面包甜点,Grand Italia Ice Cream
面包甜点,甜甜圈
面包甜点,东营酥饼世家
面包甜点,皇冠蛋糕
面包甜点,萨能部落烘焙坊
面包甜点,吉百利
面包甜点,哈里贝克烘焙坊
面包甜点,鲜奶工坊
面包甜点,蛋糕
面包甜点,麦香园
其他美食,自然餐厅
其他美食,Raya Father Resort
其他美食,Ying Restaurant
其他美食,Two Chefs Kata Beach
其他美食,Lotus Restaurant
其他美食,假日酒店
其他美食,第一等海鲜大排档
其他美食,卡塔海滩厨房
其他美食,Pizzeria Hut 1
其他美食,XANA海滩俱乐部
其他美食,叉&勺
其他美食,在一起餐厅
其他美食,维塔鹏
其他美食,Mama Restaurant
其他美食,Blue Elephant Restaurant
其他美食,Marriott Cafe
其他美食,Baan Laimai Beach Resort
其他美食,红辣椒餐厅
其他美食,Kantok Restaurant at Burasari Resort
其他美食,O2沙滩俱乐部
其他美食,港口餐厅
其他美食,Two Chefs - Karon Beach
其他美食,开罗餐厅
其他美食,探塔万餐馆
其他美食,Plum Restaurant
其他美食,Loca Vore
其他美食,娜奈自助烧烤
其他美食,Mojo
其他美食,喜剧咖啡
其他美食,The Secret Cliff Resort & Restaurant
其他美食,Natalie's Restaurant
其他美食,Baan Suan Layan Restaurant
其他美食,Mee Ton Poe
其他美食,皇家棕榈
其他美食,Le Siam Restaurant
其他美食,42码头咖啡
其他美食,莎拉络依
其他美食,Albatross Cafe & Pub
其他美食,The Grill at Regent Phuket Cape Panwa
其他美食,Kata Green Beach Restaurant
其他美食,Tik
其他美食,Sabai Sabai
其他美食,Tatonka
其他美食,Molly Malone's Irish Pub Phuket
其他美食,Red Boat Restaurant
其他美食,Re Ka Ta Beach Club
其他美食,Casuarina Beach Restaurant & Pub
其他美食,Saffron at Banyan Tree Phuket
其他美食,Yorkshire Hotel Restaurant
其他美食,Taste
其他美食,WAI thai
其他美食,Summer Breeze Hotel
其他美食,Sala Sawasdee Lobby Bar
其他美食,Coyote Phuket
其他美食,The Lebanese Restaurant
其他美食,IndoChine
其他美食,"Wine Connection Bistro , Phuket Banana"
其他美食,Black Ginger
其他美食,The Dining Room at Pacific Club
其他美食,Roma Ristorante & Pizzeria Da Mauro
其他美食,La Capannina
其他美食,The Slug and Lettuce Phuket
其他美食,"Baba Poolclub, Sri panwa Phuket"
其他美食,La Gaetana Restautant
其他美食,Salathai
其他美食,Dang Thabthina
其他美食,Arroi
其他美食,Living Food Cafe
其他美食,Mee Sa Pam Khunyai Jian
其他美食,Baan Puri Restaurant
其他美食,Detox Juice Bar
其他美食,Im Urig
其他美食,Ocean Restaurant
其他美食,Coyote
其他美食,Spice Poolside Restaurant
其他美食,Scruffy Murphy's
其他美食,Two Chefs - Kata Center
其他美食,Angus O'Tool's Irish Pub
其他美食,Mando Restaurant & Steakhouse
其他美食,K-Hotel Restaurant
其他美食,B-Hive
其他美食,The Sweet Restaurant
其他美食,Naughty Radish by Burasari
其他美食,The Tavern
其他美食,Brush Restaurant & Lounge
其他美食,Kais Restaurant
其他美食,Thai Thai Restaurant
其他美食,The Little Mermaid
其他美食,Thai Little Restaurant
其他美食,Mamtrio Restaurant
其他美食,Phromthep Cape
其他美食,Burger House
其他美食,Lay Tong Beach
其他美食,The Book Cafe
其他美食,Lynn's Famous Spring Rolls
其他美食,Shameena
其他美食,Famous Nightclub and Rooftop Beach Club
其他美食,99 Bar
其他美食,Oishi Ramen
其他美食,Two Chefs
其他美食,Phongphang Sea Food
其他美食,Ya Restaurant
其他美食,Blue Latan Restaurant
其他美食,Alex's Restaurant
其他美食,Lock Tien
其他美食,Friendly Nid's Restaurant
其他美食,Metropole Cafe
其他美食,Je T Aime
其他美食,Lobster Restaurant
其他美食,A Touch of Tamarind
其他美食,Danish Restaurant
其他美食,Into The Sea
其他美食,Pinocchio Restaurant
其他美食,Som Tam Yay Tik
其他美食,Boonrat Dimsum
其他美食,Ploenchit Pub & Restaurant
其他美食,Why At Wine
其他美食,Thai Nann
其他美食,Bistro India
其他美食,The Breakfast Hut
其他美食,Mor Mu Dong
其他美食,Live Present Moment
其他美食,Kokosnuss
其他美食,Sala Mexicali
其他美食,Shah Baba Indian Restaurant
其他美食,Atsumi Raw Cafe
其他美食,L'Orfeo Restaurant & Lounge
其他美食,Hells kitchen
其他美食,Coconut-garden
其他美食,Zen Restaurant
其他美食,Zen Japanese Restaurant's Phuket
其他美食,Hongkong
其他美食,Ceramic Kitchen Phuket
其他美食,Captain Hook Restaurant
其他美食,Hotel The Little Mermaid
其他美食,The Wall
其他美食,Kebab House
其他美食,Thai Airways International Restaurant
其他美食,Cashewnut Restaurant
其他美食,East 88 Beach Lounge
其他美食,East Restaurant
其他美食,Tropica Restaurant & Beer Garden
其他美食,Yaya
其他美食,Da Maria
其他美食,Runde Taarn
其他美食,Seabreeze Inn / Matthew's Diner
其他美食,Quarterdeck
其他美食,Farang Italian Restaurant
其他美食,Phuket View Restaurant
其他美食,Daily Hut
其他美食,Krachok Si
其他美食,Kitchen Plus
其他美食,Da Mario
其他美食,Tom Yam Kung
其他美食,Malaiwana Beach Bar
其他美食,Gartenlaube
其他美食,Ratri Jazz Restaurant
其他美食,Crystal Inn
其他美食,Rimtang
其他美食,Wine Lover
其他美食,恐龙公园餐厅
其他美食,Sawasdee Restaurants & Bar
其他美食,Bongo Rum Bar
其他美食,Oishi Express
其他美食,Phileas Fogg
其他美食,Tropica Restaurant & Beer Garden
其他美食,La Provence
其他美食,掌柜的店
